"gene_id","gene_name","deseq_lfc","deseq_padj","chromosome","gene_biotype","edger_lfc","edger_fdr","limma_lfc","limma_padj","status","location","crispr_modality"
"ENSG00000162654","GBP4",7.10222828308288,0.00141476478690932,"1","protein_coding",7.91464377217021,0.643694605633202,3.70670370194134,0.815322054829725,"DESeq2 only","chr1:89181144-89198942:-","CRISPRi (Repression)"
"ENSG00000172016","REG3A",-0.856671988595144,0.0210113576586012,"2","protein_coding",-1.41568995659373,0.289081489925316,-1.47785147769509,0.779139307064862,"Not DE","chr2:79157003-79159753:-","CRISPRa (Activation)"
"ENSG00000280670","CCDC163",4.14947943363139,0.0414918726573041,"1","protein_coding",9.66573653089083,0.115020076939409,7.63052769567139,0.779139307064862,"DESeq2 only","chr1:45493866-45500079:-","CRISPRi (Repression)"
"ENSG00000155380","SLC16A1",-3.62168000888319,0.0463654105179201,"1","protein_coding",-7.35265936057044,0.755963982759282,-3.46094603270186,0.802196137665544,"DESeq2 only","chr1:112911847-112957013:-","CRISPRa (Activation)"
"ENSG00000115687","PASK",-3.83860484663919,0.0463654105179201,"2","protein_coding",-8.24471554931391,0.845417152131082,-4.14146874458159,0.791673736521921,"DESeq2 only","chr2:241106099-241150264:-","CRISPRa (Activation)"
"ENSG00000162493","PDPN",-3.4932959401299,0.0498086870461431,"1","protein_coding",-8.59821538871218,0.926825385515893,-2.02979592711833,0.910924693309035,"DESeq2 only","chr1:13583465-13617957:+","CRISPRa (Activation)"
"ENSG00000137959","IFI44L",1.4824142834717,0.0519980556325388,"1","protein_coding",3.29729177399842,0.540159372255787,4.0451139990441,0.779139307064862,"Not DE","chr1:78619922-78646145:+","CRISPRi (Repression)"
"ENSG00000115221","ITGB6",-0.578498379457269,0.0539477070676156,"2","protein_coding",-0.878096276106254,0.650370266312227,-0.856992964064237,0.779139307064862,"Not DE","chr2:160099667-160200313:-","CRISPRa (Activation)"
"ENSG00000115423","DNAH6",2.86854349119672,0.0544366447856572,"2","protein_coding",7.59549634104607,0.848503608602149,4.36909382001245,0.793397417804256,"Not DE","chr2:84516455-84819589:+","CRISPRi (Repression)"
"ENSG00000281406","BLACAT1",2.5898475840895,0.0577805763108108,"1","protein_coding",6.69543756852922,0.512790876257189,5.793192904306,0.779139307064862,"Not DE","chr1:205434885-205457091:-","CRISPRi (Repression)"
"ENSG00000075945","KIFAP3",-0.605240179105579,0.0597048140710355,"1","protein_coding",-1.16337243821018,0.4947653361643,-1.12503624552449,0.779139307064862,"Not DE","chr1:169921326-170085208:-","CRISPRa (Activation)"
"ENSG00000181450","ZNF678",-1.7150136627021,0.0597048140710355,"1","protein_coding",-4.33225315984875,0.616482843700747,-4.25405143655082,0.779139307064862,"Not DE","chr1:227563543-227677443:+","CRISPRa (Activation)"
"ENSG00000187961","KLHL17",-2.45080130367218,0.0599731127097363,"1","protein_coding",-8.54994964430388,0.889158778723344,-4.7975123183438,0.795993892279001,"Not DE","chr1:960584-965719:+","CRISPRa (Activation)"
"ENSG00000142627","EPHA2",-0.581833304949169,0.0669932365321166,"1","protein_coding",-1.22950592130033,0.512790876257189,-1.23260396350924,0.779139307064862,"Not DE","chr1:16124337-16156069:-","CRISPRa (Activation)"
"ENSG00000115524","SF3B1",-0.521263498256187,0.06894801395623,"2","protein_coding",-0.821983097867045,0.74452777866724,-0.862185064310674,0.779139307064862,"Not DE","chr2:197388515-197435079:-","CRISPRa (Activation)"
"ENSG00000178385","PLEKHM3",-1.32219390842432,0.0774727687478974,"2","protein_coding",-4.53124559023828,0.666296893279895,-5.39425519802486,0.779139307064862,"Not DE","chr2:207821288-208025527:-","CRISPRa (Activation)"
"ENSG00000172260","NEGR1",1.62040202777327,0.0833589422297994,"1","protein_coding",8.83080097261456,0.666296893279895,5.90851225056619,0.779139307064862,"Not DE","chr1:71395943-72282539:-","CRISPRi (Repression)"
"ENSG00000116990","MYCL",1.53180246919434,0.0845278215185173,"1","protein_coding",6.95063004302767,0.938536647080619,1.02762474199523,0.948881673814308,"Not DE","chr1:39895426-39902256:-","CRISPRi (Repression)"
"ENSG00000163497","FEV",1.2763308365239,0.0845278215185173,"2","protein_coding",5.01946004358818,0.48673917448258,5.0612117327033,0.779139307064862,"Not DE","chr2:218981087-218985184:-","CRISPRi (Repression)"
"ENSG00000160710","ADAR",0.505869642141423,0.0859203387052928,"1","protein_coding",1.26783029308764,0.514479971472871,1.25982425062211,0.779139307064862,"Not DE","chr1:154582057-154628013:-","CRISPRi (Repression)"
"ENSG00000117298","ECE1",0.50348222890269,0.0871915877700005,"1","protein_coding",1.22716913275238,0.518758472353618,1.2205791497036,0.779139307064862,"Not DE","chr1:21217247-21345572:-","CRISPRi (Repression)"
"ENSG00000117174","ZNHIT6",-0.737475485410169,0.0991825334292719,"1","protein_coding",-3.63144372811938,0.748344219553451,-3.6252051066184,0.779139307064862,"Not DE","chr1:85649417-85708433:-","CRISPRa (Activation)"
